	query	product_text	relevance_label	id
949778	zulay sweetenerorganic	"Zulay Liquid Stevia Drops - Non-Glycemic, No Calories, No Carbs - Liquid Stevia Drops for Coffee, Tea, Desserts - 4 Fl Oz  Sugar-free Sweetener Natural and organic Stevia Rebaudiana plant leaf Highly concentrated Pure consistency Gives off the desired sugar sweetness No carbs or calories Best Tasting Flavor No artificial additives, no after taste & no ""extra flavors"" added Alcohol free, gluten free and non glycemic natural flavor Made of stevia extract powder, purified water, vitamin C, and vegetable glycerine Perfect for fasting, low-carb, and keto dieting Versatile & Portable 120ml capacity dropper bottle Wrapped in plastic seal Easy to carry No leakage or spills Suggested use: Add 4-6 drops to sweetened coffee creamer, tea, yogurt, whipped cream, smoothies, and other recipes. Guilt-Free Lifestyle Enjoy a sugar free, low carb, great-tasting treat that really satisfies Best alternative sweetened substitute for baking Ideal for professional or home use Perfect addition to your carb free keto foods groceries pantry staples, productos keto, & organic spices Does not include cacao powder for baking, vanilla cream, grapefruit, ginger ale, corn, melon, watermelon, butter, pumpkin, toffe crisp or fresh mint leaves peppermint extract.  Sugar-free Sweetener Natural and organic Stevia Rebaudiana plant leaf Highly concentrated Pure consistency Gives off the desired sugar sweetness No carbs or calories Best Tasting Flavor No artificial additives, no after taste & no ""extra flavors"" added Alcohol free, gluten free and non glycemic natural flavor Made of stevia extract powder, purified water, vitamin C, and vegetable glycerine Perfect for fasting, low-carb, and keto dieting Versatile & Portable 120ml capacity dropper bottle Wrapped in plastic seal Easy to carry No leakage or spills Suggested use: Add 4-6 drops to sweetened coffee creamer, tea, yogurt, whipped cream, smoothies, and other recipes. Guilt-Free Lifestyle Enjoy a sugar free, low carb, great-tasting treat that really satisfies Best alternative sweetened substitute for baking Ideal for professional or home use Perfect addition to your carb free keto foods groceries pantry staples, productos keto, & organic spices Does not include cacao powder for baking, vanilla cream, grapefruit, ginger ale, corn, melon, watermelon, butter, pumpkin, toffe crisp or fresh mint leaves peppermint extract."	1	395406
1082925	spring powered scissors for kids	Baker Ross E7376 Kids Safety Scissors - Pack of 3, Soft Grip and Spring Loaded for Kids Arts and Crafts Activties  Our spring loaded design makes it effortless to cut & allows kids to concentrate better on cutting! These craft fabric scissors are comfortable for both right and left hand use. Great for schools, clubs, arts activities and groups, cubs, scouts and child crafting activities etc. Great for kids that are just starting out as it cuts paper and card, and prevents cutting fingers! Baker Ross is a family owned and run business creating innovative arts, craft projects for kids and party favor products. Designed in the United Kingdom - Baker Ross: inspiring creativity.  Our spring loaded design makes it effortless to cut & allows kids to concentrate better on cutting! These craft fabric scissors are comfortable for both right and left hand use. Great for schools, clubs, arts activities and groups, cubs, scouts and child crafting activities etc. Great for kids that are just starting out as it cuts paper and card, and prevents cutting fingers! Baker Ross is a family owned and run business creating innovative arts, craft projects for kids and party favor products. Designed in the United Kingdom - Baker Ross: inspiring creativity.From the manufacturer About Us It’s hard to believe that Baker Ross was founded over 45 years ago. In that time a lot has changed – from the range of products we offer. Reassuringly though, there are quite a few things that haven’t changed a bit. We’re still the same caring, family run business with a passion for helping children’s development with fun, innovative products – most of which are designed by us.  	1	554923
916767	led light without remote	"2835 White High CRI 90 LED Strip Light - Bright Color Quad Row Flexible LED Tape Lights 24V- IP20 -3,530 lm/m for LED Industrial and Photographic Lighting (1m/3.28' Daylight White)  Product specifications LED Strip Type: quad row led strip lights LED Chip: SMD 2835 480LEDs/m Light Color: Daylight White(6212k) Input Voltage(V): 24VDC Working Power: 1.87A 45W /16.4ft Max CRI (Ra>): 90.3 Working Temperature: -4°F (-20°C) ~ 122°F (50°C) Dimension: 3.28ft/roll, Can be cut every 24LEDs 0.2"" (50mm) LED Quantity: 480 LEDs /meter , 146 LEDs/ft Lifespan: 50,000+hours Dimensions: L100cm(34.9 in ) x W2.8cm(1.1 in ) x H0.13cm(0.05 in ) Lamp Luminous Flux(lm): Up to 3,531 Lumen/m Beam Pattern: 120 degree Water Proof: Non-Waterproof Package includes 1 X 3.28Ft led strips 3 X wire terminals 1 x DC male connector 1 X Product specification 1 X Test report  Product specifications LED Strip Type: quad row led strip lights LED Chip: SMD 2835 480LEDs/m Light Color: Daylight White(6212k) Input Voltage(V): 24VDC Working Power: 1.87A 45W /16.4ft Max CRI (Ra>): 90.3 Working Temperature: -4°F (-20°C) ~ 122°F (50°C) Dimension: 3.28ft/roll, Can be cut every 24LEDs 0.2"" (50mm) LED Quantity: 480 LEDs /meter , 146 LEDs/ft Lifespan: 50,000+hours Dimensions: L100cm(34.9 in ) x W2.8cm(1.1 in ) x H0.13cm(0.05 in ) Lamp Luminous Flux(lm): Up to 3,531 Lumen/m Beam Pattern: 120 degree Water Proof: Non-Waterproof Package includes 1 X 3.28Ft led strips 3 X wire terminals 1 x DC male connector 1 X Product specification 1 X Test report"	1	1024615
741053	compressed air regulator and filter	"Heavy Duty Compressed AIR Filter Regulator Combo Piggyback, Metal Bowl, Visible Sight Glass, 5 Micron Element (3/4"" Manual Drain)  Filter-regulator, or “piggybacks,” combine the functions of both a filter & regulator. Piggybacks are compact design and most effective when space is a constraint. Heavy duty type -- High Air flow and drain capacity. Transparent water level indicator for easy checking. Suitable for any 3/4"" high flow air pressure equipment or system.Filter – Filter water / vapor in order to extend the service life of air tool / air system. Regulator --- can make sure the output/working pressure is in a certain level. Compressed air filters, also known as line filters, remove contaminates from the compressed air leaving a screw or piston compressor, which often has a high water content and concentration of oil or other contaminants. Compressed air in-line filters extend the life of your tools and equipment down stream. Excess moisture collects in the quick release 1/4 turn metal bowl with. Manual drain. FOR REPLACEMENT 5 MICRON FILTER ELEMENTS. COPY AND PASTE ASIN TO YOUR AMAZON SEARCH B01N7VEJ2V  Filter-regulator, or “piggybacks,” combine the functions of both a filter & regulator. Piggybacks are compact design and most effective when space is a constraint. Heavy duty type -- High Air flow and drain capacity. Transparent water level indicator for easy checking. Suitable for any 3/4"" high flow air pressure equipment or system.Filter – Filter water / vapor in order to extend the service life of air tool / air system. Regulator --- can make sure the output/working pressure is in a certain level. Compressed air filters, also known as line filters, remove contaminates from the compressed air leaving a screw or piston compressor, which often has a high water content and concentration of oil or other contaminants. Compressed air in-line filters extend the life of your tools and equipment down stream. Excess moisture collects in the quick release 1/4 turn metal bowl with. Manual drain. FOR REPLACEMENT 5 MICRON FILTER ELEMENTS. COPY AND PASTE ASIN TO YOUR AMAZON SEARCH B01N7VEJ2V"	1	991686
876432	cabinet spaceers	"Con-Tact Brand Creative Covering Self-Adhesive Vinyl Drawer and Shelf Liner, 18"" x 20', Talisman Glacier Gray  Con-Tact Brand Self Adhesive Creative Covering shelf and drawer liner is easy to apply with our original and innovative measure-and-cut grid on the backing paper. When it's time for a new look, our Con-Tact brand self-adhesive liners remove cleanly, leaving behind no messy residue. Add a creative twist with fashion forward designs to brighten and decorate any surface you wish. The highly durable adhesive that comes with our liners means that you do not have to worry about replacement for your liner, saving you time and money! Con-Tact brand products continue to lead the industry with our latest innovative and fashion-forward products in sophisticated colors and patterns. Our colors are coordinated for any taste so our customers can mix and match to their delight. So whatever the project - covering shelves in a pantry, cupboard, or closet; lining drawers in the kitchen, bath or bedroom; covering a counter or work space; or even tackling a creative craft project like covering a lamp shade, resurfacing a serving  Con-Tact Brand Self Adhesive Creative Covering shelf and drawer liner is easy to apply with our original and innovative measure-and-cut grid on the backing paper. When it's time for a new look, our Con-Tact brand self-adhesive liners remove cleanly, leaving behind no messy residue. Add a creative twist with fashion forward designs to brighten and decorate any surface you wish. The highly durable adhesive that comes with our liners means that you do not have to worry about replacement for your liner, saving you time and money! Con-Tact brand products continue to lead the industry with our latest innovative and fashion-forward products in sophisticated colors and patterns. Our colors are coordinated for any taste so our customers can mix and match to their delight. So whatever the project - covering shelves in a pantry, cupboard, or closet; lining drawers in the kitchen, bath or bedroom; covering a counter or work space; or even tackling a creative craft project like covering a lamp shade, resurfacing a servingFrom the manufacturer    Structure with Style Update your china or wine cabinet, while protecting the surface from everyday wear and tear. Let your creativity thrive Create wedding invitations, place cards or decorate your table, journal or wall. Transform your furniture Update your kitchen cabinets or that old dresser you found. Express yourself Add a pop of color or tone it down, it's up to you.   "	1	588454
230678	ranger storage box	GRQV-1029364393 	1	936284
1335106	floral blanket purple biolet	Baby Monthly Milestone Blanket Girl - Floral Newborn Month Blanket Personalized Shower Gift Soft Plush Fleece Photography Background Photo Prop Flower Blanket with Wreath Headband Large 51''x40''  The Softest Baby Milestone Blanket Why Choose Us! Our Baby Milestone Blanket is super soft, thick and luxurious. Manufactured of thick, 100% premium, this 1 to 12 months blanket is silky and super cozy to the touch. You won't believe how it is until you try it! We put so much love in our products! We are dedicated to supply safer, non-toxic baby milestone blankets because every baby deserves the best. So hope you and your baby love them! Perfect Size of 51 inches by 40 inches High Quality Printing Frame Included Non-Toxic Dyes Ultra-Soft Blanket Design never fades Capture Memorable Moments We know babies grow in a blink of an eye! That is why our Baby Milestone Blanket is the perfect way to capture your baby's first year. Document and track how chubby and tall they are getting! You will be able to cherish all of their monthly cuteness forever and share it with friends and family thru photos on social media. Baby Photo Diary Social Media Posts Baby Scrapbooks Birthday Invitations Monthly Calendar Holiday Cards Insta Stories  Nursery Swaddling Blankets Premium, ultra soft flannel fleece is better than traditional organic blankets, keeping baby snuggle warm all winter. Baby Bed Blanket Our 51”x 40” blankets are large enough for 0-2 years old baby to use as a bed blanket. This will be the softest blankets you will ever find! Baby Play Mat Tebaby milestone blanket can also be used as a play mat, the great quality of the materials and the thickness of the blanket make it the best place for you and your baby.  The Best Baby Shower Gift Leaf Milestone Blanket Leaf Twins Milestone Blanket Woodland Milestone Blanket Nursery Theme Leaf Leaf Twins Woodland Animal Size 51”x 40” 51”x 40” 51”x 40” Frame Included ✓ ✓ ✓ Non-Toxic Dyes ✓ ✓ ✓ High Quality Digital Print ✓ ✓ ✓ Leaf Milestone Blanket Pruple Floral Milestone Blanket Dinosaur Milestone Blanket Jungle Animals Milestone Blanket Nursery Theme Leaf Pruple Floral Dinosaur Jungle Animals Size 51”x 40” 51”x 40” 47”x 40” 51''x40'' Frame Included ✓ ✓ ✓ ✓ Non-Toxic Dyes ✓ ✓ ✓ ✓ High Quality Digital Print ✓ ✓ ✓ ✓ 	1	1301537
1069534	1/2 braided rope without hooks	INNOCEDEAR 4 Pack 1/2” X 15’ Dock Lines|Marine-Grade Double-Braided Nylon Dock Line with 12” Eyelet.Hi-Performance Boat Rope Mooring Rope Dock Line   Ensuring your boat remains docked during treacherous weather conditions can be very worrying. When you own a boat, when bad weather hits, your stress levels may go through the roof. However, if you choose INNOCEDEAR, you can rest easy again. Double-braided is a construction means that the inner core and covering sleeve are both braided -- ensures its strength and power. Military grade nylon --renowned for its durability and this combined with its shock absorbing ability ensures your boat remains tethered without destruction from the rope. Damage-resistant fibers The high quality nature and treatment of these ropes ensures they withstand the effects of damaging saltwater, sunlight and any other inclement weather. While there is no rope to maintain strength forever.This high quality durable rope will keep your boat docked through many seasons! The benefit you will get. ½” diameter 15’length rope ,for docking and mooring Small to Medium-sized boats up to 35’ Beautiful navy blue paint , more UV resistant than ordinary white rope. Ensure your investment is properly protected. Soft Double Braided Nylon is easy on your boat limiting any unnecessary scratches to your finish. Note: We noticed that some customers reported that rope would fade. We hope that we can make compensation, but the customer cannot be contacted. It is very regrettable.We found most people in the Q&A area responded that there was no fading.The color fading problem should be a rare phenomenon 1. We have upgraded the color fastness of colored yarns, and the color fading problem has been improved. 2. If you are particularly concerned about this problem, we suggest that you do not use it first after receiving the goods, soak it for 5 minutes, and then it will not fade in water. If you have any questions, please tell us. I believe you will feel value for money after receiving the goods!  How to properly tie dock lines? Ideally, you should have 6 lines at the dock to tie your boat up in her slip. 2 spring lines 2 bow lines 2 stern lines Note: Spring lines should equal the length of the boat, plus a few feet.Bow and stern lines should equal ⅔ the length of the boat.  Double-braided Nylon 25-30% stronger than 3-strand twisted. Eyelet Professional Stitching Perfect mooring  4 pack-15' 1/2'' blue&gray 2 pack-15'&25'&35' 2 pack-25' &35' Nylon anchor rope Mpp anchor rope Length-Ft 15*4 15&25&35*2 15&25&35*2 100ft 100ft Diameter 1/2'' 3/8''&1/2''&5/8'' 3/8''&1/2''&5/8'' 3/8'' 3/8'' Suit for Small&Medium Boat under 35ft Small&Medium Boat&Longer medium vessel under 55ft Small&Medium Boat&Longer medium vessel under 55ft Small&Medium Boat Small Boat New products, unique colors, reflective technology New products Only need 36.98 18.98 	1	95621
832975	bobble bobble	Bobble Bots Moshi Monsters - Sooki-Yaki  Moshi Monsters love collecting Moshlings and now you can bring home Moshlings of your own with Bobble Bots Moshi Monsters! Each Every Bobble Bots Moshi Monsters product includes secret codes to unlock new content in the online world. The next time you log online, use the code to retrieve 1 special item for your Moshi Monster. It's the perfect mystery gift for your Monster! Moshi Monsters was launched in April 2008 by the media company Mind Candy as a social networking online game targeted at kids aged 7 to 12. Players adopt and care for a pet Moshi Monster, and by playing games and educational puzzles earn in-game currency called Rox, which can be used to buy items such as food and furniture. Rox can also be used to buy special seeds that when grown in the right combination attract moshlings; cute little characters that your monster can collect. Monster owners can make friends with other owners and leave messages on their pages (monitored and filtered for safety). New locations and things to do are always being added to Monstro City.  Moshi Monsters love collecting Moshlings and now you can bring home Moshlings of your own with Bobble Bots Moshi Monsters! Each Every Bobble Bots Moshi Monsters product includes secret codes to unlock new content in the online world. The next time you log online, use the code to retrieve 1 special item for your Moshi Monster. It's the perfect mystery gift for your Monster! Moshi Monsters was launched in April 2008 by the media company Mind Candy as a social networking online game targeted at kids aged 7 to 12. Players adopt and care for a pet Moshi Monster, and by playing games and educational puzzles earn in-game currency called Rox, which can be used to buy items such as food and furniture. Rox can also be used to buy special seeds that when grown in the right combination attract moshlings; cute little characters that your monster can collect. Monster owners can make friends with other owners and leave messages on their pages (monitored and filtered for safety). New locations and things to do are always being added to Monstro City.	1	835082
287318	spiderman funko pop	POSTER STOP ONLINE Avengers Endgame - Movie Poster (I Am Iron Man) (Size 24 x 36)  Poster  Poster	1	470858
539104	low profile box spring with headboard	HOMUS King Size Bed Frame-16 Inch Tall Sturdy Platform Bed Base-Extra Heavy Duty Strong Steel Solid Metal Foundation- Easy Assemble/Noise Free/Non-Slip/Squeaky Free/No Box Spring Needed/King. From the brand Previous page When choosing a bed frame, the options are endless. But the HOMUS bed frame is the brand you can not miss. HOMUS bed frame has a simple structure with strong foundation and the right amount of style. There’s no need to add a box spring for the thick slat supports almost every type mattress. It also offers plenty of under-bed storage for its tall design. Add a few cute storage boxes to your cart and you’ll have a stylish and well-organized bedroom. Noise free & heavy duty bed Visit the Store solid and heavy duty bed Visit the Store 16 Inch high bed frame Visit the Store 14 Inch high bed frame Visit the Store Next page  HOMUS Platform Bed Frame and Foundation As we all know that a bed frame helps maintain the overall health of your mattress. Not only does it keep your mattress in a secured position, but it also benefits your sleep experience by making it easier to get in and out of bed, as well as stay aligned throughout a night’s rest. HOMUS 16 Inch High Bed Frame is a metal bed frame which adds a minimalist, modern design to your room, as well as holds up your mattress stronger than any other construction would. The Strong Features of HOMUS BEDFRAME: The structure of this frame is built sturdy enough to prevent any squeaks while remaining comfortable. The bed base is made of high quality strong steel with exquisite seamless welding made the platform sturdy and long- lasting. Integrated design of bed side rails, head/foot rails, center bars made whole bed frame can be completed within a matter of minutes. All the tools necessary to assemble this foundation are included in your purchase for handy breeze installation. Totally 16 inch high from floor to the top, provide plenty of under-bed storage space with a 14-inch vertical clearance. You can purchase this simple, modern-designed bed frame in twin, Twin xl, full, queen,king and cal king sizes HOMUS Integrated Construction, Handy Hardware Made Bedbase Can be Easy Assemble in 20 Mins, Reserve Holes on Bed Legs for Attach Headboard Freely Reinforced Smart Design Sturdy materias made prevent your frame from creaking and squeaking as you toss and turn Reserve slots for attach a headboard or foot-board conveniently 1.2 inch subsidence design to keep mattress in place, no more slipping Unique Integrated Structure Bedside rails, head rails, foot rails and center rails are integrated design, no assembly needed Silent cushioning gasket on every foot and slats for noise free use 14 Inch Under bed Clearance Storage Space Totally 16 inch high (from floor to the top) provide ample handy underneath storage, keep room tidy, less clutter 16 inch tall bed frame-do not need to be used with a box spring  The combination of steel and sleek black finished, made HOMUS frame a classic look, but added a charming uniquely appearance to your bed room!  18 INCH HIGH 18 INCH HIGH 14 INCH HIGH 14 INCH HIGH 14 INCH HIGH From top to floor 18 Inch high 18 Inch high 14 Inch high 14 Inch high 14 Inch high Weight Capacity 3500 lb 3500 lb 3500 lb 3000 lb 3000 lb Headboard attachable ✓ ✓ ✓ ✓ ✓ Noise free ✓ ✓ ✓ ✓ ✓ 	1	919939
373330	2x72 belt grinder	"Benchmark Abrasives 1"" x 1"" Aluminum Oxide Flap Wheel with 1/4"" Shank Mounted, Perfect for Woodworking Grinding Polishing Rust Paint Removal (10 Pack) - 60 Grit From the brand Previous page Benchmark Abrasives is known for its quality and economical abrasive products all around the world. The brand was established 20 years ago with a vision to provide high-quality hardware tools for professional and industrial applications. Using extensive knowledge of the leading manufacturing facilities we have managed to stand out in the competitive market. How did we get our start? Benchmark Abrasives was started with the vision of providing affordable and reliable tools for Professionals, DIY, or household purposes. We at “Benchmark Abrasives” provide premium quality products with a diversified range. What makes our products unique? We “care” about our customer's needs and feature a product catalog with a wide variety of products. This enables our customers to buy the right product for the right application. Why do we love what we do? We love to create affordable tools for artisans or professionals to build useful items for people to use in their daily lives. The people who use our products are often times buying from us to perform a skill, art, or passion. What problem are we solving? With our highly affordable and quality products, we are solving the gap between demand and quality. Over the last 15 years, we have done so one product at a time. We aim to sell at a quality that nobody can beat. Cut Off Wheels Used for cutting metal, steel, metal pipes, tubes, flat sheets, shipbuilding, and general metal fabrication. Cut Off Wheels Visit the Store Turbo Diamond Blades Ideal for cutting concrete, roofing tile, stone ceramic, granite, marble, and other hard materials, etc. Turbo Diamond Blades Visit the Store Segmented Diamond Blades Ideal for cutting concrete, roofing tile, stone ceramic, granite, marble, and other hard materials, etc. Segmented Diamond Blades Visit the Store Continuous Rim Diamond Blades Ideal for cutting concrete, roofing tile, stone ceramic, porcelain, and other hard materials, etc. Continuous Rim Diamond Blades Visit the Store T29 Flap Discs These metal cutting discs are ideal for grinding, deburring, and light grinding on a variety of surfaces, T29 Flap Discs Visit the Store T27 Flap Discs Great for grinding, sanding, and finishing on a wide range of materials, such as ferrous, stainless steel, and non-ferrous metals. T27 Flap Discs Visit the Store Wire Wheels Designed for removing and cleaning scour metal, weld beads, deburring machined surfaces, removing sharp edges from sheet metal etc. Wire Wheels Visit the Store Wide Range of Abrasives We have a wide variety of industrial abrasive tools to help professionals, DIY workers, and other household operations. Wide Range of Abrasives Visit the Store Next page   Consistent Finishing Made with premium aluminum oxide coated, x-weight cloth flaps arranged in a circular fan shape around the center straight shank, these wheels are built to last long. As the flapper wheel is used the flaps wear down, exposing new sharp abrasive material which extends the life of the tool and provides a consistent cut. Multi-directional Utility These A/O Flap Wheels are a top choice for removing rust, corrosion, parting lines, and deburring. These wheels have multipurpose utility and are used for deburring, deflashing, cleaning weld lines and weld splatter, blending, finishing and polishing, light Grinding and stock removal. Best Surface Preparation These flap wheels are made with premium X-Flexed cotton cloth. They are versatile abrasive that can be used in the shop for many different finishing tasks. Their flexibility allows the wheels to access hard-to-reach areas.   1"" x 1"" x 1/4"" Shank Mounted Aluminum Oxide Flap Wheels 3"" x 1"" x 1/4"" Shank Mounted Aluminum Oxide Flap Wheels 2"" x 1"" x 1/4"" Shank Mounted Aluminum Oxide Flap Wheels 2-1/2"" x 1"" x 1/4"" Shank Mounted Aluminum Oxide Flap Wheels 2"" x 1"" x 1/4"" Shank Mounted Aluminum Oxide Flap Wheels Pack Size 10 10 10 10 10 Material Aluminum Oxide Aluminum Oxide Aluminum Oxide Aluminum Oxide Aluminum Oxide Diameter 1"" x 1"" x 1/4"" 3"" x 1"" x 1/4"" 2"" x 1"" x 1/4"" 2-1/2"" x 1"" x 1/4"" 2"" x 1"" x 1/4"" Grit 60 40 120 80 80 "	1	982828
1044837	fuschia lipstick for women	ILIA - Color Block Lipstick | Non-Toxic, Vegan, Cruelty-Free, Clean Makeup (Rococco (Petal))  Color Block Lipstick What it is: A richly pigmented vegan lipstick that delivers lasting coverage in one smooth application. How it works: Clean color, high pigment, and performance driven. We reimagined our lipsticks to be long-wearing, truly hydrating and provide full coverage in just one swipe . Color Block Lipstick is crafted by hand and milled with customized pigments in organic Castor Seed Oil to offer four times more pigment than any lipstick we've ever made. Lips are left feeling supple and cared for even after several hours of wear. What else you need to know: A balanced mix of classic shades including soft nudes, bold reds, and vibrant berries offers a solid block of color with even textures and smooth, creamy finishes.   Softens and hydrates. Rich in Oleic Acid and Vitamin E, boosts elasticity and hydration. Packed with Vitamin A and C, keeps lips plump and soft.  FAQ's What dyes are used in the lipsticks? Why are they not all naturally-derived dyes? We use a combination of naturally-derived pigments and food grade dyes. Food grade dye is a synthetic form of color. The choice to use food grade dye was preferred over the use of Carmine (crushed beetle skin) when formulating certain lip colors in order to obtain a stronger hue. What is the wear power? It is our longest lasting formula and is formulated with four times more pigment than any lipstick ILIA has ever made. What's the finish? Creamy and rich. Blot with a tissue and our Soft focus Finishing Powder for a matte look. Do I need a lipliner? This rich formula is feather-free, so only if you want to. I have super dry lips. Can I still wear this formula? Yes, Color Block Lipstick is rich with conditioning oils, such as organic Castor Seed Oil and Apricot Seed Oil to nourish and soften lips. For boosted hydration, prep lips with Balmy Days Lip Conditioner, which will also sheer out the formula a little. Can you use Color Block Lipstick with the Tinted Lip Conditioner? Yes. Many customers apply Tinted Lip Conditioner in between lipstick applications to boost hydration and revive the color.  	1	283683
687531	hamilton tshirt	Vintage 1980s Style Hamilton, NY T-Shirt From the manufacturer 	1	1052893
539911	mens hillman t shirt	The Goozler Hillman College - Retro 80s Sitcom tv - Unisex T-Shirt  Look your best and feel your best in this fantastic and fashionable apparel! This product is protected by United States Trademarks. All Rights Reserved.  Look your best and feel your best in this fantastic and fashionable apparel! This product is protected by United States Trademarks. All Rights Reserved.	1	726597
783686	flamingoes	"3 Pack Flamingos Garden Decor Lights, IP55 Waterproof Outdoor Solar Stake Lights, Pink Flamingo Yard Ornament Christmas Decoration , Solar Powered Decorative Lights for Patio Lawn Pathway Landscape  Weather-resistant Perfect lawn ornament Solar Garden lights   Specifications: Powered Source: 100% solar powered Solar Panel Size: 4.7"" X 3.1"" Material: ABS plastic Waterproof: IP55 Bulb Type: 6 Led Battery: 1.2V 500mA 0.5W Charging Time: 6-8 hours (under enough sunlight) Working Time: 6-12 hours Pink Flamingo Solar Stake Lights perfect decorative lights for your garden yard Solar powered ground lights, simple way for outdoor light which requires no electricity connection Flamingo designed, eye catching decorative lighting for your garden、landscape、flowerbed、pathway and walkway Accents your home, adds warmth where there's no natural light, bring cozy to your life Vibrant flamingo decor Solar outdoor lights Stay lit & waterproof Easy to assemble ideal gift   More Solar Garden Lights, Outdoor Ground Lights from SESERIA Flamingo solar lights Warm light Ground lights Cold white ground lights Hummingbird wind chime lights Butterfly wind chime lights Power Source Solar Powered Solar Powered Solar Powered Solar Powered Solar Powered Light Color pink light warm light cold white light 6 color changing light 6 color changing light "	1	739300
1048323	lanjry sexy for woman	Dlsave Lingerie for Women, Sheer V-Neck Lace Bodysuit Top, Bridal Teddy Lingerie Outfit From the brand Dlsave Sexy Lingerie Matching Lingerie Set Teddies & Bodysuit Bra Set / Chemise/ Babydoll Sleepwear Previous page Sexy Lace Bra Panty Lingerie Choker Harness Garter Lingerie Women Neon Lingerie Next page  	1	203596
143013	bobby conner books	Praying the Armor of God: Trusting God to Protect You and the People You Love 	1	1295539
15741	crazart popcorn machine	Paragon Contempo Pop 8 Ounce Popcorn Machine for Professional Concessionaires Requiring Commercial Quality High Output Popcorn Equipment, Black and Chrome  Paragon's streamlined Contempo Pop machines have a modern look well suited for many businesses, clubs, bars and homes. The gloss black cabinet has clean, bold graphics, smoked glass side panels and a clear door. These full-featured machines are easy to use and easy to maintain. Each full-featured machine pops delicious, theater-quality popcorn in 3-5 minutes, is easy to use and easy to maintain. This popcorn machine creates 147 one ounce servings per hour for maximum output, and its spring-assisted kettle makes it easy to unload popcorn when it's done cooking. Its two-switch operation lets you effortlessly operate the machine. The aerated warming deck keeps your food warm while catching kernels and smaller bits for easy cleaning.  Paragon's streamlined Contempo Pop machines have a modern look well suited for many businesses, clubs, bars and homes. The gloss black cabinet has clean, bold graphics, smoked glass side panels and a clear door. These full-featured machines are easy to use and easy to maintain. Each full-featured machine pops delicious, theater-quality popcorn in 3-5 minutes, is easy to use and easy to maintain. This popcorn machine creates 147 one ounce servings per hour for maximum output, and its spring-assisted kettle makes it easy to unload popcorn when it's done cooking. Its two-switch operation lets you effortlessly operate the machine. The aerated warming deck keeps your food warm while catching kernels and smaller bits for easy cleaning.From the manufacturer Paragon Contempo Pop 8 oz. Popcorn Machine Commercial Unit - the Choice of Professional Concessionaires Paragon's streamlined Contempo Pop machines have a contemporary look well suited for commercial bars, clubs and restaurants as well as fairs, concession stands and homes. The black cabinet has clean, modern graphics with smoked glass side panels. Creates 147 one ounce servings per hour for maximum output. The Contempo Pop is made of commercial quality steel construction with a stainless steel foodzone and tempered glass panels. Innovative Controls Its two-button operation is simple to operate and the kettle 'ready' lights let you know when you can add ingredients for cooking. Advanced Aluminum and Stainless Steel Kettle High-output, hard-coat anodized aluminum kettle with 1200 Watts of power. Side-hinged, spring-assisted kettle makes it easy to unload popcorn when it's done popping. Warming Deck and Old Maid Drawer Built-in aerated warming deck, keeps your popcorn warm while catching kernels and smaller bits for easy cleaning. Spent kernels are easily removed by the Old Maid drawer.  Best in Class Materials From the presentation lamp to wiring harnesses and stainless steel construction; all touch points are best in class. What's Inside? The kettle stirrer is powered by a 120V high quality motor. Quality is important on these moving parts. Includes a popcorn scoop Matching Cart Available The machine has a matching cart available on Amazon.  Commercial. Quality. Performance. Tested. Proven Paragon's streamlined Contempo Pop machines have a modern look well suited for many businesses, clubs, bars and homes. Tested to NSF/ANSI Standard 4 by ETL. UL 197 CSA 22.2 NO. 109 CE.  	1	74498
1079327	compressed air can	Falcon Dust-Off Electronics Compressed Gas Duster 10 Oz (4 Pack)  dust off  dust off	1	720850
536146	lang jigsaw puzzles 500 pieces for adults	"LANG Birdhouse Garden 750 Piece Panoramic Jigsaw Puzzle  Complete the Birdhouse Garden 750-Piece Puzzle to create a panoramic view of these stunning birdhouses with birds enjoying the surrounding spring flowers! The wide-angle view offers a new perspective to Susan Winget's beautiful artwork. Featuring precision cut pieces, LANG 750-piece puzzles are challenging and create beautiful works of art when completed! The art print guide makes an easy visual reference as well! Features panoramic artwork. Finished with an elegant linen embossed paper. Precision cut pieces. 750-piece format. Gap-free, secure locking. Pieces in plastic, resealable, dust-free bag. Art print and guide at 50% of puzzle size. Puzzle size when finished: 38¼""w x 11¼""h. Box dimensions: 16""w x 8""h x 2½""d.  Complete the Birdhouse Garden 750-Piece Puzzle to create a panoramic view of these stunning birdhouses with birds enjoying the surrounding spring flowers! The wide-angle view offers a new perspective to Susan Winget's beautiful artwork. Featuring precision cut pieces, LANG 750-piece puzzles are challenging and create beautiful works of art when completed! The art print guide makes an easy visual reference as well! Features panoramic artwork. Finished with an elegant linen embossed paper. Precision cut pieces. 750-piece format. Gap-free, secure locking. Pieces in plastic, resealable, dust-free bag. Art print and guide at 50% of puzzle size. Puzzle size when finished: 38¼""w x 11¼""h. Box dimensions: 16""w x 8""h x 2½""d."	1	843382
